ID,Imię,Nazwisko,Dział,Stanowisko,Wynagrodzenie,Premia,Waluta,Data wypłaty,Email,Telefon,Miasto,Kraj,Umowa,Staż lata,Godziny,Status,Ocena,Projekt,Opis
6174,"Imię 6174","Nazwisko 6174",Sprzedaż,Specjalista,5900,0,PLN,2026-09-15,user6174@example.com,+481001006174,Warszawa,Polska,UoP,7,174,Aktywny,5,"Projekt 6174","Rozliczenie miesiąca dla użytkownika 6174"
6175,"Imię 6175","Nazwisko 6175",Logistyka,Pracownik,3500,150,PLN,2026-09-16,user6175@example.com,+481001006175,Warszawa,Polska,UoP,8,175,Aktywny,1,"Projekt 6175","Rozliczenie miesiąca dla użytkownika 6175"
6176,"Imię 6176","Nazwisko 6176",Sprzedaż,Pracownik,3600,300,PLN,2026-09-17,user6176@example.com,+481001006176,Warszawa,Polska,UoP,9,176,Aktywny,2,"Projekt 6176","Rozliczenie miesiąca dla użytkownika 6176"
6177,"Imię 6177","Nazwisko 6177",Logistyka,Specjalista,3700,450,PLN,2026-09-18,user6177@example.com,+481001006177,Warszawa,Polska,UoP,10,177,Aktywny,3,"Projekt 6177","Rozliczenie miesiąca dla użytkownika 6177"
6178,"Imię 6178","Nazwisko 6178",Sprzedaż,Pracownik,3800,600,PLN,2026-09-19,user6178@example.com,+481001006178,Warszawa,Polska,UoP,11,178,Aktywny,4,"Projekt 6178","Rozliczenie miesiąca dla użytkownika 6178"
6179,"Imię 6179","Nazwisko 6179",Logistyka,Pracownik,3900,750,PLN,2026-09-20,user6179@example.com,+481001006179,Warszawa,Polska,UoP,12,179,Aktywny,5,"Projekt 6179","Rozliczenie miesiąca dla użytkownika 6179"
6180,"Imię 6180","Nazwisko 6180",Sprzedaż,Specjalista,4000,900,PLN,2026-09-21,user6180@example.com,+481001006180,Warszawa,Polska,UoP,1,180,Aktywny,1,"Projekt 6180","Rozliczenie miesiąca dla użytkownika 6180"
6181,"Imię 6181","Nazwisko 6181",Logistyka,Pracownik,4100,0,PLN,2026-09-22,user6181@example.com,+481001006181,Warszawa,Polska,UoP,2,181,Aktywny,2,"Projekt 6181","Rozliczenie miesiąca dla użytkownika 6181"
6182,"Imię 6182","Nazwisko 6182",Sprzedaż,Pracownik,4200,150,PLN,2026-09-23,user6182@example.com,+481001006182,Warszawa,Polska,UoP,3,182,Aktywny,3,"Projekt 6182","Rozliczenie miesiąca dla użytkownika 6182"
6183,"Imię 6183","Nazwisko 6183",Logistyka,Specjalista,4300,300,PLN,2026-09-24,user6183@example.com,+481001006183,Warszawa,Polska,UoP,4,183,Aktywny,4,"Projekt 6183","Rozliczenie miesiąca dla użytkownika 6183"
6184,"Imię 6184","Nazwisko 6184",Sprzedaż,Pracownik,4400,450,PLN,2026-09-25,user6184@example.com,+481001006184,Warszawa,Polska,UoP,5,184,Aktywny,5,"Projekt 6184","Rozliczenie miesiąca dla użytkownika 6184"
6185,"Imię 6185","Nazwisko 6185",Logistyka,Pracownik,4500,600,PLN,2026-09-26,user6185@example.com,+481001006185,Warszawa,Polska,UoP,6,185,Aktywny,1,"Projekt 6185","Rozliczenie miesiąca dla użytkownika 6185"
6186,"Imię 6186","Nazwisko 6186",Sprzedaż,Specjalista,4600,750,PLN,2026-09-27,user6186@example.com,+481001006186,Warszawa,Polska,UoP,7,186,Aktywny,2,"Projekt 6186","Rozliczenie miesiąca dla użytkownika 6186"
6187,"Imię 6187","Nazwisko 6187",Logistyka,Pracownik,4700,900,PLN,2026-09-28,user6187@example.com,+481001006187,Warszawa,Polska,UoP,8,187,Aktywny,3,"Projekt 6187","Rozliczenie miesiąca dla użytkownika 6187"
6188,"Imię 6188","Nazwisko 6188",Sprzedaż,Pracownik,4800,0,PLN,2026-09-01,user6188@example.com,+481001006188,Warszawa,Polska,UoP,9,188,Aktywny,4,"Projekt 6188","Rozliczenie miesiąca dla użytkownika 6188"
6189,"Imię 6189","Nazwisko 6189",Logistyka,Specjalista,4900,150,PLN,2026-09-02,user6189@example.com,+481001006189,Warszawa,Polska,UoP,10,189,Aktywny,5,"Projekt 6189","Rozliczenie miesiąca dla użytkownika 6189"
6190,"Imię 6190","Nazwisko 6190",Sprzedaż,Pracownik,5000,300,PLN,2026-09-03,user6190@example.com,+481001006190,Warszawa,Polska,UoP,11,190,Aktywny,1,"Projekt 6190","Rozliczenie miesiąca dla użytkownika 6190"
6191,"Imię 6191","Nazwisko 6191",Logistyka,Pracownik,5100,450,PLN,2026-09-04,user6191@example.com,+481001006191,Warszawa,Polska,UoP,12,191,Aktywny,2,"Projekt 6191","Rozliczenie miesiąca dla użytkownika 6191"
6192,"Imię 6192","Nazwisko 6192",Sprzedaż,Specjalista,5200,600,PLN,2026-09-05,user6192@example.com,+481001006192,Warszawa,Polska,UoP,1,192,Aktywny,3,"Projekt 6192","Rozliczenie miesiąca dla użytkownika 6192"
6193,"Imię 6193","Nazwisko 6193",Logistyka,Pracownik,5300,750,PLN,2026-09-06,user6193@example.com,+481001006193,Warszawa,Polska,UoP,2,193,Aktywny,4,"Projekt 6193","Rozliczenie miesiąca dla użytkownika 6193"
6194,"Imię 6194","Nazwisko 6194",Sprzedaż,Pracownik,5400,900,PLN,2026-09-07,user6194@example.com,+481001006194,Warszawa,Polska,UoP,3,194,Aktywny,5,"Projekt 6194","Rozliczenie miesiąca dla użytkownika 6194"
6195,"Imię 6195","Nazwisko 6195",Logistyka,Specjalista,5500,0,PLN,2026-09-08,user6195@example.com,+481001006195,Warszawa,Polska,UoP,4,195,Aktywny,1,"Projekt 6195","Rozliczenie miesiąca dla użytkownika 6195"
6196,"Imię 6196","Nazwisko 6196",Sprzedaż,Pracownik,5600,150,PLN,2026-09-09,user6196@example.com,+481001006196,Warszawa,Polska,UoP,5,196,Aktywny,2,"Projekt 6196","Rozliczenie miesiąca dla użytkownika 6196"
6197,"Imię 6197","Nazwisko 6197",Logistyka,Pracownik,5700,300,PLN,2026-09-10,user6197@example.com,+481001006197,Warszawa,Polska,UoP,6,197,Aktywny,3,"Projekt 6197","Rozliczenie miesiąca dla użytkownika 6197"
6198,"Imię 6198","Nazwisko 6198",Sprzedaż,Specjalista,5800,450,PLN,2026-09-11,user6198@example.com,+481001006198,Warszawa,Polska,UoP,7,198,Aktywny,4,"Projekt 6198","Rozliczenie miesiąca dla użytkownika 6198"
6199,"Imię 6199","Nazwisko 6199",Logistyka,Pracownik,5900,600,PLN,2026-09-12,user6199@example.com,+481001006199,Warszawa,Polska,UoP,8,199,Aktywny,5,"Projekt 6199","Rozliczenie miesiąca dla użytkownika 6199"
6200,"Imię 6200","Nazwisko 6200",Sprzedaż,Pracownik,3500,750,PLN,2026-09-13,user6200@example.com,+481001006200,Warszawa,Polska,UoP,9,160,Aktywny,1,"Projekt 6200","Rozliczenie miesiąca dla użytkownika 6200"
6201,"Imię 6201","Nazwisko 6201",Logistyka,Specjalista,3600,900,PLN,2026-09-14,user6201@example.com,+481001006201,Warszawa,Polska,UoP,10,161,Aktywny,2,"Projekt 6201","Rozliczenie miesiąca dla użytkownika 6201"
6202,"Imię 6202","Nazwisko 6202",Sprzedaż,Pracownik,3700,0,PLN,2026-09-15,user6202@example.com,+481001006202,Warszawa,Polska,UoP,11,162,Aktywny,3,"Projekt 6202","Rozliczenie miesiąca dla użytkownika 6202"
6203,"Imię 6203","Nazwisko 6203",Logistyka,Pracownik,3800,150,PLN,2026-09-16,user6203@example.com,+481001006203,Warszawa,Polska,UoP,12,163,Aktywny,4,"Projekt 6203","Rozliczenie miesiąca dla użytkownika 6203"
6204,"Imię 6204","Nazwisko 6204",Sprzedaż,Specjalista,3900,300,PLN,2026-09-17,user6204@example.com,+481001006204,Warszawa,Polska,UoP,1,164,Aktywny,5,"Projekt 6204","Rozliczenie miesiąca dla użytkownika 6204"
6205,"Imię 6205","Nazwisko 6205",Logistyka,Pracownik,4000,450,PLN,2026-09-18,user6205@example.com,+481001006205,Warszawa,Polska,UoP,2,165,Aktywny,1,"Projekt 6205","Rozliczenie miesiąca dla użytkownika 6205"
6206,"Imię 6206","Nazwisko 6206",Sprzedaż,Pracownik,4100,600,PLN,2026-09-19,user6206@example.com,+481001006206,Warszawa,Polska,UoP,3,166,Aktywny,2,"Projekt 6206","Rozliczenie miesiąca dla użytkownika 6206"
6207,"Imię 6207","Nazwisko 6207",Logistyka,Specjalista,4200,750,PLN,2026-09-20,user6207@example.com,+481001006207,Warszawa,Polska,UoP,4,167,Aktywny,3,"Projekt 6207","Rozliczenie miesiąca dla użytkownika 6207"
6208,"Imię 6208","Nazwisko 6208",Sprzedaż,Pracownik,4300,900,PLN,2026-09-21,user6208@example.com,+481001006208,Warszawa,Polska,UoP,5,168,Aktywny,4,"Projekt 6208","Rozliczenie miesiąca dla użytkownika 6208"
6209,"Imię 6209","Nazwisko 6209",Logistyka,Pracownik,4400,0,PLN,2026-09-22,user6209@example.com,+481001006209,Warszawa,Polska,UoP,6,169,Aktywny,5,"Projekt 6209","Rozliczenie miesiąca dla użytkownika 6209"
6210,"Imię 6210","Nazwisko 6210",Sprzedaż,Specjalista,4500,150,PLN,2026-09-23,user6210@example.com,+481001006210,Warszawa,Polska,UoP,7,170,Aktywny,1,"Projekt 6210","Rozliczenie miesiąca dla użytkownika 6210"
6211,"Imię 6211","Nazwisko 6211",Logistyka,Pracownik,4600,300,PLN,2026-09-24,user6211@example.com,+481001006211,Warszawa,Polska,UoP,8,171,Aktywny,2,"Projekt 6211","Rozliczenie miesiąca dla użytkownika 6211"
6212,"Imię 6212","Nazwisko 6212",Sprzedaż,Pracownik,4700,450,PLN,2026-09-25,user6212@example.com,+481001006212,Warszawa,Polska,UoP,9,172,Aktywny,3,"Projekt 6212","Rozliczenie miesiąca dla użytkownika 6212"
6213,"Imię 6213","Nazwisko 6213",Logistyka,Specjalista,4800,600,PLN,2026-09-26,user6213@example.com,+481001006213,Warszawa,Polska,UoP,10,173,Aktywny,4,"Projekt 6213","Rozliczenie miesiąca dla użytkownika 6213"
6214,"Imię 6214","Nazwisko 6214",Sprzedaż,Pracownik,4900,750,PLN,2026-09-27,user6214@example.com,+481001006214,Warszawa,Polska,UoP,11,174,Aktywny,5,"Projekt 6214","Rozliczenie miesiąca dla użytkownika 6214"
6215,"Imię 6215","Nazwisko 6215",Logistyka,Pracownik,5000,900,PLN,2026-09-28,user6215@example.com,+481001006215,Warszawa,Polska,UoP,12,175,Aktywny,1,"Projekt 6215","Rozliczenie miesiąca dla użytkownika 6215"
6216,"Imię 6216","Nazwisko 6216",Sprzedaż,Specjalista,5100,0,PLN,2026-09-01,user6216@example.com,+481001006216,Warszawa,Polska,UoP,1,176,Aktywny,2,"Projekt 6216","Rozliczenie miesiąca dla użytkownika 6216"
6217,"Imię 6217","Nazwisko 6217",Logistyka,Pracownik,5200,150,PLN,2026-09-02,user6217@example.com,+481001006217,Warszawa,Polska,UoP,2,177,Aktywny,3,"Projekt 6217","Rozliczenie miesiąca dla użytkownika 6217"
6218,"Imię 6218","Nazwisko 6218",Sprzedaż,Pracownik,5300,300,PLN,2026-09-03,user6218@example.com,+481001006218,Warszawa,Polska,UoP,3,178,Aktywny,4,"Projekt 6218","Rozliczenie miesiąca dla użytkownika 6218"
6219,"Imię 6219","Nazwisko 6219",Logistyka,Specjalista,5400,450,PLN,2026-09-04,user6219@example.com,+481001006219,Warszawa,Polska,UoP,4,179,Aktywny,5,"Projekt 6219","Rozliczenie miesiąca dla użytkownika 6219"
6220,"Imię 6220","Nazwisko 6220",Sprzedaż,Pracownik,5500,600,PLN,2026-09-05,user6220@example.com,+481001006220,Warszawa,Polska,UoP,5,180,Aktywny,1,"Projekt 6220","Rozliczenie miesiąca dla użytkownika 6220"
6221,"Imię 6221","Nazwisko 6221",Logistyka,Pracownik,5600,750,PLN,2026-09-06,user6221@example.com,+481001006221,Warszawa,Polska,UoP,6,181,Aktywny,2,"Projekt 6221","Rozliczenie miesiąca dla użytkownika 6221"
6222,"Imię 6222","Nazwisko 6222",Sprzedaż,Specjalista,5700,900,PLN,2026-09-07,user6222@example.com,+481001006222,Warszawa,Polska,UoP,7,182,Aktywny,3,"Projekt 6222","Rozliczenie miesiąca dla użytkownika 6222"
6223,"Imię 6223","Nazwisko 6223",Logistyka,Pracownik,5800,0,PLN,2026-09-08,user6223@example.com,+481001006223,Warszawa,Polska,UoP,8,183,Aktywny,4,"Projekt 6223","Rozliczenie miesiąca dla użytkownika 6223"
6224,"Imię 6224","Nazwisko 6224",Sprzedaż,Pracownik,5900,150,PLN,2026-09-09,user6224@example.com,+481001006224,Warszawa,Polska,UoP,9,184,Aktywny,5,"Projekt 6224","Rozliczenie miesiąca dla użytkownika 6224"
6225,"Imię 6225","Nazwisko 6225",Logistyka,Specjalista,3500,300,PLN,2026-09-10,user6225@example.com,+481001006225,Warszawa,Polska,UoP,10,185,Aktywny,1,"Projekt 6225","Rozliczenie miesiąca dla użytkownika 6225"
6226,"Imię 6226","Nazwisko 6226",Sprzedaż,Pracownik,3600,450,PLN,2026-09-11,user6226@example.com,+481001006226,Warszawa,Polska,UoP,11,186,Aktywny,2,"Projekt 6226","Rozliczenie miesiąca dla użytkownika 6226"
6227,"Imię 6227","Nazwisko 6227",Logistyka,Pracownik,3700,600,PLN,2026-09-12,user6227@example.com,+481001006227,Warszawa,Polska,UoP,12,187,Aktywny,3,"Projekt 6227","Rozliczenie miesiąca dla użytkownika 6227"
6228,"Imię 6228","Nazwisko 6228",Sprzedaż,Specjalista,3800,750,PLN,2026-09-13,user6228@example.com,+481001006228,Warszawa,Polska,UoP,1,188,Aktywny,4,"Projekt 6228","Rozliczenie miesiąca dla użytkownika 6228"
6229,"Imię 6229","Nazwisko 6229",Logistyka,Pracownik,3900,900,PLN,2026-09-14,user6229@example.com,+481001006229,Warszawa,Polska,UoP,2,189,Aktywny,5,"Projekt 6229","Rozliczenie miesiąca dla użytkownika 6229"
6230,"Imię 6230","Nazwisko 6230",Sprzedaż,Pracownik,4000,0,PLN,2026-09-15,user6230@example.com,+481001006230,Warszawa,Polska,UoP,3,190,Aktywny,1,"Projekt 6230","Rozliczenie miesiąca dla użytkownika 6230"
6231,"Imię 6231","Nazwisko 6231",Logistyka,Specjalista,4100,150,PLN,2026-09-16,user6231@example.com,+481001006231,Warszawa,Polska,UoP,4,191,Aktywny,2,"Projekt 6231","Rozliczenie miesiąca dla użytkownika 6231"
6232,"Imię 6232","Nazwisko 6232",Sprzedaż,Pracownik,4200,300,PLN,2026-09-17,user6232@example.com,+481001006232,Warszawa,Polska,UoP,5,192,Aktywny,3,"Projekt 6232","Rozliczenie miesiąca dla użytkownika 6232"
6233,"Imię 6233","Nazwisko 6233",Logistyka,Pracownik,4300,450,PLN,2026-09-18,user6233@example.com,+481001006233,Warszawa,Polska,UoP,6,193,Aktywny,4,"Projekt 6233","Rozliczenie miesiąca dla użytkownika 6233"
6234,"Imię 6234","Nazwisko 6234",Sprzedaż,Specjalista,4400,600,PLN,2026-09-19,user6234@example.com,+481001006234,Warszawa,Polska,UoP,7,194,Aktywny,5,"Projekt 6234","Rozliczenie miesiąca dla użytkownika 6234"
6235,"Imię 6235","Nazwisko 6235",Logistyka,Pracownik,4500,750,PLN,2026-09-20,user6235@example.com,+481001006235,Warszawa,Polska,UoP,8,195,Aktywny,1,"Projekt 6235","Rozliczenie miesiąca dla użytkownika 6235"
6236,"Imię 6236","Nazwisko 6236",Sprzedaż,Pracownik,4600,900,PLN,2026-09-21,user6236@example.com,+481001006236,Warszawa,Polska,UoP,9,196,Aktywny,2,"Projekt 6236","Rozliczenie miesiąca dla użytkownika 6236"
6237,"Imię 6237","Nazwisko 6237",Logistyka,Specjalista,4700,0,PLN,2026-09-22,user6237@example.com,+481001006237,Warszawa,Polska,UoP,10,197,Aktywny,3,"Projekt 6237","Rozliczenie miesiąca dla użytkownika 6237"
6238,"Imię 6238","Nazwisko 6238",Sprzedaż,Pracownik,4800,150,PLN,2026-09-23,user6238@example.com,+481001006238,Warszawa,Polska,UoP,11,198,Aktywny,4,"Projekt 6238","Rozliczenie miesiąca dla użytkownika 6238"
6239,"Imię 6239","Nazwisko 6239",Logistyka,Pracownik,4900,300,PLN,2026-09-24,user6239@example.com,+481001006239,Warszawa,Polska,UoP,12,199,Aktywny,5,"Projekt 6239","Rozliczenie miesiąca dla użytkownika 6239"
6240,"Imię 6240","Nazwisko 6240",Sprzedaż,Specjalista,5000,450,PLN,2026-09-25,user6240@example.com,+481001006240,Warszawa,Polska,UoP,1,160,Aktywny,1,"Projekt 6240","Rozliczenie miesiąca dla użytkownika 6240"
6241,"Imię 6241","Nazwisko 6241",Logistyka,Pracownik,5100,600,PLN,2026-09-26,user6241@example.com,+481001006241,Warszawa,Polska,UoP,2,161,Aktywny,2,"Projekt 6241","Rozliczenie miesiąca dla użytkownika 6241"
6242,"Imię 6242","Nazwisko 6242",Sprzedaż,Pracownik,5200,750,PLN,2026-09-27,user6242@example.com,+481001006242,Warszawa,Polska,UoP,3,162,Aktywny,3,"Projekt 6242","Rozliczenie miesiąca dla użytkownika 6242"
6243,"Imię 6243","Nazwisko 6243",Logistyka,Specjalista,5300,900,PLN,2026-09-28,user6243@example.com,+481001006243,Warszawa,Polska,UoP,4,163,Aktywny,4,"Projekt 6243","Rozliczenie miesiąca dla użytkownika 6243"
6244,"Imię 6244","Nazwisko 6244",Sprzedaż,Pracownik,5400,0,PLN,2026-09-01,user6244@example.com,+481001006244,Warszawa,Polska,UoP,5,164,Aktywny,5,"Projekt 6244","Rozliczenie miesiąca dla użytkownika 6244"
6245,"Imię 6245","Nazwisko 6245",Logistyka,Pracownik,5500,150,PLN,2026-09-02,user6245@example.com,+481001006245,Warszawa,Polska,UoP,6,165,Aktywny,1,"Projekt 6245","Rozliczenie miesiąca dla użytkownika 6245"
6246,"Imię 6246","Nazwisko 6246",Sprzedaż,Specjalista,5600,300,PLN,2026-09-03,user6246@example.com,+481001006246,Warszawa,Polska,UoP,7,166,Aktywny,2,"Projekt 6246","Rozliczenie miesiąca dla użytkownika 6246"
6247,"Imię 6247","Nazwisko 6247",Logistyka,Pracownik,5700,450,PLN,2026-09-04,user6247@example.com,+481001006247,Warszawa,Polska,UoP,8,167,Aktywny,3,"Projekt 6247","Rozliczenie miesiąca dla użytkownika 6247"
6248,"Imię 6248","Nazwisko 6248",Sprzedaż,Pracownik,5800,600,PLN,2026-09-05,user6248@example.com,+481001006248,Warszawa,Polska,UoP,9,168,Aktywny,4,"Projekt 6248","Rozliczenie miesiąca dla użytkownika 6248"
6249,"Imię 6249","Nazwisko 6249",Logistyka,Specjalista,5900,750,PLN,2026-09-06,user6249@example.com,+481001006249,Warszawa,Polska,UoP,10,169,Aktywny,5,"Projekt 6249","Rozliczenie miesiąca dla użytkownika 6249"
6250,"Imię 6250","Nazwisko 6250",Sprzedaż,Pracownik,3500,900,PLN,2026-09-07,user6250@example.com,+481001006250,Warszawa,Polska,UoP,11,170,Aktywny,1,"Projekt 6250","Rozliczenie miesiąca dla użytkownika 6250"
6251,"Imię 6251","Nazwisko 6251",Logistyka,Pracownik,3600,0,PLN,2026-09-08,user6251@example.com,+481001006251,Warszawa,Polska,UoP,12,171,Aktywny,2,"Projekt 6251","Rozliczenie miesiąca dla użytkownika 6251"
6252,"Imię 6252","Nazwisko 6252",Sprzedaż,Specjalista,3700,150,PLN,2026-09-09,user6252@example.com,+481001006252,Warszawa,Polska,UoP,1,172,Aktywny,3,"Projekt 6252","Rozliczenie miesiąca dla użytkownika 6252"
6253,"Imię 6253","Nazwisko 6253",Logistyka,Pracownik,3800,300,PLN,2026-09-10,user6253@example.com,+481001006253,Warszawa,Polska,UoP,2,173,Aktywny,4,"Projekt 6253","Rozliczenie miesiąca dla użytkownika 6253"
6254,"Imię 6254","Nazwisko 6254",Sprzedaż,Pracownik,3900,450,PLN,2026-09-11,user6254@example.com,+481001006254,Warszawa,Polska,UoP,3,174,Aktywny,5,"Projekt 6254","Rozliczenie miesiąca dla użytkownika 6254"
6255,"Imię 6255","Nazwisko 6255",Logistyka,Specjalista,4000,600,PLN,2026-09-12,user6255@example.com,+481001006255,Warszawa,Polska,UoP,4,175,Aktywny,1,"Projekt 6255","Rozliczenie miesiąca dla użytkownika 6255"
6256,"Imię 6256","Nazwisko 6256",Sprzedaż,Pracownik,4100,750,PLN,2026-09-13,user6256@example.com,+481001006256,Warszawa,Polska,UoP,5,176,Aktywny,2,"Projekt 6256","Rozliczenie miesiąca dla użytkownika 6256"
6257,"Imię 6257","Nazwisko 6257",Logistyka,Pracownik,4200,900,PLN,2026-09-14,user6257@example.com,+481001006257,Warszawa,Polska,UoP,6,177,Aktywny,3,"Projekt 6257","Rozliczenie miesiąca dla użytkownika 6257"
6258,"Imię 6258","Nazwisko 6258",Sprzedaż,Specjalista,4300,0,PLN,2026-09-15,user6258@example.com,+481001006258,Warszawa,Polska,UoP,7,178,Aktywny,4,"Projekt 6258","Rozliczenie miesiąca dla użytkownika 6258"
6259,"Imię 6259","Nazwisko 6259",Logistyka,Pracownik,4400,150,PLN,2026-09-16,user6259@example.com,+481001006259,Warszawa,Polska,UoP,8,179,Aktywny,5,"Projekt 6259","Rozliczenie miesiąca dla użytkownika 6259"
6260,"Imię 6260","Nazwisko 6260",Sprzedaż,Pracownik,4500,300,PLN,2026-09-17,user6260@example.com,+481001006260,Warszawa,Polska,UoP,9,180,Aktywny,1,"Projekt 6260","Rozliczenie miesiąca dla użytkownika 6260"
6261,"Imię 6261","Nazwisko 6261",Logistyka,Specjalista,4600,450,PLN,2026-09-18,user6261@example.com,+481001006261,Warszawa,Polska,UoP,10,181,Aktywny,2,"Projekt 6261","Rozliczenie miesiąca dla użytkownika 6261"
6262,"Imię 6262","Nazwisko 6262",Sprzedaż,Pracownik,4700,600,PLN,2026-09-19,user6262@example.com,+481001006262,Warszawa,Polska,UoP,11,182,Aktywny,3,"Projekt 6262","Rozliczenie miesiąca dla użytkownika 6262"
6263,"Imię 6263","Nazwisko 6263",Logistyka,Pracownik,4800,750,PLN,2026-09-20,user6263@example.com,+481001006263,Warszawa,Polska,UoP,12,183,Aktywny,4,"Projekt 6263","Rozliczenie miesiąca dla użytkownika 6263"
6264,"Imię 6264","Nazwisko 6264",Sprzedaż,Specjalista,4900,900,PLN,2026-09-21,user6264@example.com,+481001006264,Warszawa,Polska,UoP,1,184,Aktywny,5,"Projekt 6264","Rozliczenie miesiąca dla użytkownika 6264"
6265,"Imię 6265","Nazwisko 6265",Logistyka,Pracownik,5000,0,PLN,2026-09-22,user6265@example.com,+481001006265,Warszawa,Polska,UoP,2,185,Aktywny,1,"Projekt 6265","Rozliczenie miesiąca dla użytkownika 6265"
6266,"Imię 6266","Nazwisko 6266",Sprzedaż,Pracownik,5100,150,PLN,2026-09-23,user6266@example.com,+481001006266,Warszawa,Polska,UoP,3,186,Aktywny,2,"Projekt 6266","Rozliczenie miesiąca dla użytkownika 6266"
6267,"Imię 6267","Nazwisko 6267",Logistyka,Specjalista,5200,300,PLN,2026-09-24,user6267@example.com,+481001006267,Warszawa,Polska,UoP,4,187,Aktywny,3,"Projekt 6267","Rozliczenie miesiąca dla użytkownika 6267"
6268,"Imię 6268","Nazwisko 6268",Sprzedaż,Pracownik,5300,450,PLN,2026-09-25,user6268@example.com,+481001006268,Warszawa,Polska,UoP,5,188,Aktywny,4,"Projekt 6268","Rozliczenie miesiąca dla użytkownika 6268"
6269,"Imię 6269","Nazwisko 6269",Logistyka,Pracownik,5400,600,PLN,2026-09-26,user6269@example.com,+481001006269,Warszawa,Polska,UoP,6,189,Aktywny,5,"Projekt 6269","Rozliczenie miesiąca dla użytkownika 6269"
6270,"Imię 6270","Nazwisko 6270",Sprzedaż,Specjalista,5500,750,PLN,2026-09-27,user6270@example.com,+481001006270,Warszawa,Polska,UoP,7,190,Aktywny,1,"Projekt 6270","Rozliczenie miesiąca dla użytkownika 6270"
6271,"Imię 6271","Nazwisko 6271",Logistyka,Pracownik,5600,900,PLN,2026-09-28,user6271@example.com,+481001006271,Warszawa,Polska,UoP,8,191,Aktywny,2,"Projekt 6271","Rozliczenie miesiąca dla użytkownika 6271"
6272,"Imię 6272","Nazwisko 6272",Sprzedaż,Pracownik,5700,0,PLN,2026-09-01,user6272@example.com,+481001006272,Warszawa,Polska,UoP,9,192,Aktywny,3,"Projekt 6272","Rozliczenie miesiąca dla użytkownika 6272"
6273,"Imię 6273","Nazwisko 6273",Logistyka,Specjalista,5800,150,PLN,2026-09-02,user6273@example.com,+481001006273,Warszawa,Polska,UoP,10,193,Aktywny,4,"Projekt 6273","Rozliczenie miesiąca dla użytkownika 6273"
6274,"Imię 6274","Nazwisko 6274",Sprzedaż,Pracownik,5900,300,PLN,2026-09-03,user6274@example.com,+481001006274,Warszawa,Polska,UoP,11,194,Aktywny,5,"Projekt 6274","Rozliczenie miesiąca dla użytkownika 6274"
6275,"Imię 6275","Nazwisko 6275",Logistyka,Pracownik,3500,450,PLN,2026-09-04,user6275@example.com,+481001006275,Warszawa,Polska,UoP,12,195,Aktywny,1,"Projekt 6275","Rozliczenie miesiąca dla użytkownika 6275"
